"weekday","hour","useragent","region","city","adexchange","domain","slotid","slotwidth","slotheight","slotvisibility","slotformat","slotprice","creative","keypage","click"
"4","18","windows_ie","146","156","1","5F97t5E0BTK7XhNrUMpENpn","mm_10027070_118039_9659846","728","90","2","1","0","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"3","20","windows_ie","201","211","2","trqRTud0B9c7gspy5SqW","2069535511","468","60","2","0","5","2f88fc9cf0141b5bbaf251cab07f4ce7","361e128affece850342293213691a043","0"
"1","19","windows_chrome","276","277","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"0","0","windows_chrome","124","126","2","13625cb070ffb306b425cd803c4b7ab4","2267219858","300","250","OtherView","Na","148","12622","null","0"
"1","17","windows_ie","216","219","2","DFpETuFygZl7gspy","994272364","728","90","2","0","31","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"4","14","windows_ie","308","313","2","4d953e3cedf336c7c04af2ed96856876","0","300","250","Na","Na","107","10722","null","0"
"5","21","windows_chrome","80","80","2","trqRTu1EXqxIFsqouDjWvpdhM9Fi","3481830940","728","90","1","0","5","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"4","10","mac_chrome","0","0","1","trqRTvFyMNxRwmB4JKTI","mm_10006435_106897_10197640","728","90","0","1","0","b90c12ed2bd7950c6027bf9c6937c48a","361e128affece850342293213691a043","0"
"5","20","windows_chrome","183","196","2","trqRTumvjQq7amNoumpENpn","4232730334","250","250","2","0","5","8dff45ed862a740986dbe688aafee7e5","15b749127478946f161a54dc0dad27c8","0"
"1","6","windows_chrome","238","241","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"0","16","windows_ie","183","190","1","trqRTJkrBoq7JsNr5SqfNX","mm_34022157_3445226_11175100","336","280","2","1","0","f65c8bdb41e9015970bac52baa813239","9be83422522025c09a44593ecd1af8ca","0"
"6","12","windows_chrome","216","237","2","13625cb070ffb306b425cd803c4b7ab4","260255810","728","90","OtherView","Na","67","7330","null","0"
"5","2","windows_chrome","216","219","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"1","0","windows_chrome","216","236","2","3450f6f4ecc69ab1c80b1e88abcf6808","682066189","300","250","OtherView","Na","5","7323","null","0"
"5","18","windows_ie","146","160","2","13625cb070ffb306b425cd803c4b7ab4","740576138","160","600","OtherView","Na","221","10733","null","0"
"2","1","windows_chrome","216","217","2","cb12451134170f14db993a2409d41ade","2057628139","468","60","OtherView","Na","5","7328","null","0"
"5","11","windows_chrome","146","149","2","e9d2c3a544ec3a11962f386b217b53a8","3950359164","728","90","OtherView","Na","5","12627","null","0"
"2","13","windows_chrome","183","184","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"4","11","windows_ie","134","143","1","trqRTvp8gIc7gspy","mm_33208362_3404787_11159869","160","600","2","1","0","47905feeb59223468fb898b3c9ac024d","361e128affece850342293213691a043","0"
"0","0","android_safari","276","282",,"null","1","320","50","FirstView","Na","9","12987","null","0"
"1","23","windows_ie","146","162","3","3FF-e59aG5syJqKbuKz","Finance_F_Rectangle","300","250","0","0","50","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"3","0","windows_chrome","333","334","2","3FF-e59aG5s8Xd5SaFpYqxMzmw","2086414290","468","60","1","0","5","612599432d200b093719dd1f372f7a30","bebefa5efe83beee17a3d245e7c5085b","0"
"5","17","windows_chrome","80","81","2","5Fa-txp0BNc7gspy","805988411","728","90","2","0","4","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"0","15","windows_ie","238","239","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","f65c8bdb41e9015970bac52baa813239","9be83422522025c09a44593ecd1af8ca","0"
"3","20","windows_chrome","201","208","2","6JC-VDz4LpscFsf","934505766","728","90","1","0","5","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"3","20","windows_chrome","201","208","2","6JC-VDz4LpscFsf","934505766","728","90","1","0","5","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"1","23","windows_chrome","238","239","3","dd4270481b753dde29898e27c7c03920","Ent_2nd_Width2","1000","90","Na","Na","20","10734","null","0"
"2","11","windows_chrome","1","1","3","tK1jlK9rg5scFsf","tips_F_Rectangle1","300","250","0","0","70","44966cc8da1ed40c95d59e863c8c75f0","43f4a37f42a7c5e6219e2601b26c6976","0"
"5","15","windows_ie","344","353","3","Dr1NTvprdN1RFt","Reading_F_Rectangle","300","250","0","0","31","44966cc8da1ed40c95d59e863c8c75f0","43f4a37f42a7c5e6219e2601b26c6976","0"
"4","16","windows_ie","124","133","3","e96dd4d612a79976fd4155437b0be59a","QQlive_SP_dypd_bottom_Width","980","90","Na","Na","0","12632","null","0"
"1","22","windows_chrome","146","160","2","d90078f548e4520c9d14f1015eeb5938","3175797632","120","600","OtherView","Na","180","10723","null","0"
"3","16","android_safari","146","151",,"null","1","320","50","FirstView","Na","6","11908","null","0"
"2","12","windows_ie","216","217","2","null","451460086","250","250","0","0","5","8dff45ed862a740986dbe688aafee7e5","15b749127478946f161a54dc0dad27c8","0"
"6","12","windows_ie","216","219","2","d96b0b8a6a368c2bd07e7f80ad6911a0","1154751938","300","250","OtherView","Na","5","7323","null","0"
"5","19","windows_ie","216","219","1","trqRTJkrBoq7JsNr5SqfNX","mm_34022157_3445226_11175096","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"5","0","windows_chrome","80","80","3","kK1gq61NdoTy1m58uG","Lady_F_Width1","1000","90","0","0","20","d01411218cc79bc49d2a4078c4093b76","b2e35064f3549d447edbbdfb1f707c8c","0"
"4","22","windows_chrome","216","217","1","k1xjTv1cQoq81m58uG","mm_30734321_2787575_10288767","336","280","255","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"5","17","android_safari","80","91",,"null","1","320","50","FirstView","Na","12","12782","null","0"
"1","12","windows_chrome","80","81","2","trqRTuM7Gqq7adj4JKTI","2318061531","250","250","1","0","5","798b2d49952d77f1eace9f23c210d0b5","0f951a030abdaedd733ee8d114ce2944","0"
"3","1","windows_ie","276","277","1","trqRTvdNXqT7Xhq_5Spr-P","mm_40427228_3493209_11412571","300","250","0","1","0","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"4","15","windows_ie","3","4","2","trqRTus0MTN7XMq8UKnWNxup","2735051004","300","250","2","0","5","d881a6c788e76c2c27ed1ef04f119544","d29e59bf0f7f8243858b8183f14d4412","0"
"2","4","windows_chrome","146","146","2","trqRTuN-XIuc1mKYUV","4081718999","728","90","2","0","5","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"2","1","windows_ie","106","109","3","tK1jlK9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"5","0","windows_ie","94","104","1","trqRTuNoGTlyDok4JKTI","mm_10848886_2920209_10269663","950","90","1","1","0","d5cecca9a6cbd7a0a48110f1306b26d1","d29e59bf0f7f8243858b8183f14d4412","0"
"4","22","windows_firefox","94","96","2","trqRTv1JMTScg9KbuKz","1919555194","300","250","2","0","55","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"3","2","windows_ie","1","1","1","51F-l19YBqq4gsz4JKTI","mm_10024662_3445902_11178361","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"1","22","windows_ie","3","10","3","5F1RQS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"2","14","windows_ie","183","191","1","trqRTuxJMT27gspy","mm_10032134_3463115_11268126","300","250","1","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"4","22","windows_chrome","40","41","3","dd4270481b753dde29898e27c7c03920","ALLINONE_F_Width1","1000","90","Na","Na","70","10734","null","0"
"3","1","windows_ie","238","240","2","trqRTv1rgq27gspy","1621353545","160","600","1","0","5","6fb071c11134e5078c1184ef1370a110","0f951a030abdaedd733ee8d114ce2944","0"
"2","20","windows_chrome","238","239","1","trqRTJuIQqz7gspy","mm_30646014_3428401_11178339","300","250","1","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"5","2","windows_ie","80","88","2","abc5a8aaa90bafdd7d6b60683e6f7ed3","4254532549","300","250","FirstView","Na","5","12622","null","0"
"1","0","windows_ie","15","26","3","DDTSQuf0MTTNaqKIvMpENpn","ALLINONE_F_Width1","1000","90","0","0","70","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"5","11","windows_ie","275","275","2","ersbQv1RdNFrw9Kbu-","2854983730","300","250","2","0","16","00fccc64a1ee2809348509b7ac2a97a5","b2e35064f3549d447edbbdfb1f707c8c","0"
"6","11","windows_ie","164","168","3","31drTvprdN1RFt","Edu_F_Rectangle","300","250","0","0","31","00fccc64a1ee2809348509b7ac2a97a5","b2e35064f3549d447edbbdfb1f707c8c","0"
"0","16","windows_ie","124","129","2","null","3700823222","250","250","0","0","4","798b2d49952d77f1eace9f23c210d0b5","0f951a030abdaedd733ee8d114ce2944","0"
"2","20","windows_ie","333","334","3","3FKElpuEMusyJqKbuKz","ALLINONE_F_Width1","1000","90","0","0","70","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"0","0","windows_ie","308","309","1","trqRTupoQNT7X9KbuKz","mm_26632226_2911218_9990074","300","250","2","1","0","d881a6c788e76c2c27ed1ef04f119544","d29e59bf0f7f8243858b8183f14d4412","0"
"1","3","windows_ie","0","0","3","31xSTvprdN1RFt","ALLINONE_F_Width2","1000","90","0","0","50","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"3","21","windows_ie","146","149","2","3KFgqvdNBqmI1m54UDaWvp2","371026375","300","250","0","0","8","449a22cd91d9042eda3d3a1b89a22ea8","0f951a030abdaedd733ee8d114ce2944","0"
"6","23","windows_ie","298","304","1","51F-l19YBqq4gsz4JKTI","mm_10024662_3445902_11178361","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"5","15","windows_chrome","216","219","2","trqRTJjIXIa7gspy","3737561546","728","90","2","0","5","b90c12ed2bd7950c6027bf9c6937c48a","361e128affece850342293213691a043","0"
"5","10","windows_ie","183","185","2","trqRTu1JBNNvXOB4uSFK","1997476788","336","280","1","0","5","4400bf8dea968a0068824792fd336c4c","b2e35064f3549d447edbbdfb1f707c8c","0"
"5","19","windows_ie","79","79","2","trqRTuMvjTN7X9KbuKz","3195670606","728","90","0","0","59","4b724cd63dfb905ebcd54e64572c646d","b2e35064f3549d447edbbdfb1f707c8c","0"
"6","22","windows_ie","276","277","2","trqRTv1EXQuYgMKE5SqW","2669507566","160","600","2","0","5","47905feeb59223468fb898b3c9ac024d","361e128affece850342293213691a043","0"
"0","20","windows_ie","164","172","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"4","16","windows_ie","146","150","3","null","LV_1001_LDVi_LD_ADX_4","300","250","Na","Na","100","10722","null","0"
"2","15","windows_ie","216","217","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"0","12","windows_ie","216","234","3","dd4270481b753dde29898e27c7c03920","Ent_F_Width1","1000","90","Na","Na","70","7336","null","0"
"0","20","windows_ie","276","292","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"1","3","windows_ie","40","41","3","3FF-e59aG5syJqKbuKz","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"2","16","windows_chrome","216","216","2","530eb71fc6da4fbe63e385e1a2d0dafd","940347875","728","90","OtherView","Na","5","7330","null","0"
"2","16","windows_ie","80","83","2","trqRTvpuBNNrF9KbuKz","1057876050","728","90","2","0","5","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"5","19","android_safari","216","226",,"null","1","320","50","FirstView","Na","17","12782","null","0"
"0","17","windows_ie","298","302","2","trqRTuMvjTN7X9KbuKz","3195670606","728","90","0","0","59","b90c12ed2bd7950c6027bf9c6937c48a","361e128affece850342293213691a043","0"
"0","17","android_safari","1","1",,"null","1","320","50","FirstView","Na","82","12987","null","0"
"2","12","windows_chrome","106","106","4","f8febf1a31b70b3c14ef8338756254e8","9223372032560700643","960","90","FirstView","Na","30","10717","null","0"
"4","11","windows_ie","216","217","1","fad63cd4dacddc3e1af9a3b26efc24d2","mm_31919030_4158557_14296527","950","90","Na","Na","0","10718","null","0"
"4","16","windows_ie","368","369","1","trqRTv1xjQLI1m58uG","mm_13604912_3392201_11480527","336","280","0","1","0","4400bf8dea968a0068824792fd336c4c","b2e35064f3549d447edbbdfb1f707c8c","0"
"1","2","windows_ie","94","104","2","DFpETuFygZl7gspy","3721625973","250","250","2","0","39","2abc9eaf57d17a96195af3f63c45dc72","bebefa5efe83beee17a3d245e7c5085b","0"
"4","17","windows_ie","40","42","3","31xSTvprdN1RFt","Ent_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"1","9","windows_chrome","183","184","1","trqRTJkrBoq7JsNr5SqfNX","mm_34022157_3445226_11175096","336","280","2","1","0","f65c8bdb41e9015970bac52baa813239","9be83422522025c09a44593ecd1af8ca","0"
"3","21","windows_chrome","94","100","3","5F1RQS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"5","14","windows_ie","94","95","1","trqRTJd-j5scFsf","mm_31288322_3513684_13176272","300","250","0","1","0","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"2","10","windows_ie","201","208","2","cdc06a6ba07571f4b842a14390f861a","1377482447","336","280","OtherView","Na","8","10720","null","0"
"6","15","windows_chrome","94","100","3","7ed515fe566938ee6cfbb6ebb7ea4995","Sports_F_Upright","300","250","Na","Na","10","12622","null","0"
"3","23","windows_ie","55","58","2","tKFXe19-gINEJ9KbuKz","3848732391","160","600","2","0","5","47905feeb59223468fb898b3c9ac024d","361e128affece850342293213691a043","0"
"5","0","windows_chrome","106","107","2","trqRTJquBQc7gspy","2741542342","728","90","2","0","5","4b724cd63dfb905ebcd54e64572c646d","b2e35064f3549d447edbbdfb1f707c8c","0"
"6","10","windows_chrome","1","1","3","ersbQv1RdoTy1m58uG","Sports_F_Width1","1000","90","0","0","20","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"1","0","windows_ie","1","1","1","51F-l19YBqq4gsz4JKTI","mm_10024662_3445902_11178361","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"1","16","windows_chrome","124","132","3","dd4270481b753dde29898e27c7c03920","Ent_F_Width1","1000","90","Na","Na","70","12633","null","0"
"5","9","windows_chrome","40","47","3","Dr1NTvprdN1RFt","Reading_F_Rectangle","300","250","0","0","31","44966cc8da1ed40c95d59e863c8c75f0","43f4a37f42a7c5e6219e2601b26c6976","0"
"3","20","windows_chrome","15","20","3","5F1RQS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"2","10","windows_chrome","79","79","3","3KFal19xGq1m1YdI5SqfNX","ALLINONE_F_Width1","1000","90","0","0","70","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"5","4","windows_ie","80","85","1","5On-q5uvgN171m58uG","mm_10024662_3445902_11178359","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"2","14","windows_chrome","216","219","2","4b91edff0ca99fa00a2620cff6f26f6b","1158815447","300","250","FirstView","Na","5","7323","null","0"
"4","19","windows_ie","124","125","3","648c549d86e531148950edb3d4cae5c7","discuz_18316225_006","728","90","Na","Na","20","10719","null","0"
"2","18","windows_ie","333","334","3","31xSTvprdN1RFt","ALLINONE_F_Width2","1000","90","0","0","50","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"2","20","windows_ie","80","81","2","lKTEQK9-gINEJ9KbuKz","1153626041","300","250","2","0","5","449a22cd91d9042eda3d3a1b89a22ea8","0f951a030abdaedd733ee8d114ce2944","0"
"2","18","windows_chrome","40","54","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"1","2","windows_ie","276","277","2","null","2758084226","728","90","2","0","5","b90c12ed2bd7950c6027bf9c6937c48a","361e128affece850342293213691a043","0"
"1","10","windows_chrome","124","125","3","3KFal19xGq1m1YdI5SqfNX","Digital_F_Width1","1000","90","0","0","31","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"1","20","windows_chrome","216","223","3","3FF-e59aG5syJqKbuKz","ALLINONE_F_Width1","1000","90","0","0","70","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"1","16","windows_chrome","146","147","2","trqRTvdNQqsbaOMYJSLWvpdh","2987936942","160","600","2","0","5","6fb071c11134e5078c1184ef1370a110","0f951a030abdaedd733ee8d114ce2944","0"
"3","15","windows_chrome","333","341","3","5F1RQS9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"3","3","windows_ie","333","341","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"4","0","windows_chrome","276","277","3","5F1RQS9rg5scFsf","News_F_bottom_Width","1000","90","0","0","31","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"0","0","windows_ie","201","202","1","eKFjTu1Jgqc7gspy","mm_26632216_3300745_10762414","728","90","1","1","0","4ad7e35171a3d8de73bb862791575f2e","d29e59bf0f7f8243858b8183f14d4412","0"
"5","3","windows_ie","3","4","3","3SCYZrn0Qo18XMB4JKTI","discuz_18316225_006","728","90","0","0","20","b90c12ed2bd7950c6027bf9c6937c48a","43f4a37f42a7c5e6219e2601b26c6976","0"
"4","3","windows_ie","216","233","2","DF9blS9RXTz7gsk","1392861174","728","90","2","0","5","b90c12ed2bd7950c6027bf9c6937c48a","361e128affece850342293213691a043","0"
"4","23","windows_chrome","146","147","3","3Kn-lpsyg9l7JgC4JKTI","_adb_8128_10114251","960","90","0","0","20","3d8f1161832704a1a34e1ccdda11a81e","b2e35064f3549d447edbbdfb1f707c8c","0"
"3","2","windows_opera","359","360","3","1917c30ed06580695f90b5d1033d3d","discuz_18316225_005","728","90","Na","Na","20","10719","null","0"
"2","18","windows_ie","134","136","1","trqRTvFoMNmIFY5SaMpENpn","mm_10029307_121417_10790029","336","280","2","1","0","f65c8bdb41e9015970bac52baa813239","9be83422522025c09a44593ecd1af8ca","0"
"4","17","windows_chrome","106","107","2","trqRTvdEMIpvwTKbuKz","1928641007","300","250","2","0","5","d881a6c788e76c2c27ed1ef04f119544","d29e59bf0f7f8243858b8183f14d4412","0"
"3","2","windows_ie","124","127","3","369fbd5dd0636d8b3e8199bf027854b1","discuz_18316225_005","728","90","Na","Na","20","10719","null","0"
"2","18","windows_ie","183","195","4","32ea757af1fb3a299baf03a053c136a5","9223372032561052459","960","90","FirstView","Na","0","10717","null","0"
"4","18","windows_chrome","106","109","2","trqRTudEM9x8g9K4wJB","1270734618","250","250","1","0","5","c936045d792f6ea3aa22d86d93f5cf23","d29e59bf0f7f8243858b8183f14d4412","0"
"4","15","android_safari","216","220",,"null","1","320","50","FirstView","Na","14","11908","null","0"
"2","14","windows_chrome","1","1","4","708a76252ae18380f446a8ebb57a9ab8","9223372032560994372","960","90","FirstView","Na","0","10717","null","0"
"0","20","windows_ie","80","84","2","trqRTJk7G59rgMmx5SqfNX","3498284641","300","250","2","0","5","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"6","18","windows_chrome","94","102","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","d01411218cc79bc49d2a4078c4093b76","b2e35064f3549d447edbbdfb1f707c8c","0"
